;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;7790580141721; ALMENDRAS COFER 100 GS;;;;ARCOR;;4.500,00;97;;436.500,0
;7790070432292; ARROZ PREPARADO;;;;GALLO;;0,00;1;;0,000
;7790580120092; CHOCOLATE NEGRO 25 GS;;;;ARCOR;;860,00;10;;8.600,00
;7791600253547; DESODORANTE PLATINUM;;;;KEVIN;;2.700,00;1;;2.700,00
;7797470199367; FIDEOS SPAGHETTI;;;;MAROLIO;;600,00;9;;5.400,00
;7798314230147; FIDEOS TALLARIN;;;;VERIZZIA;;600,00;3;;1.800,00
;7790580140816; HELADO BON O BON CORAZON;;;;ARCOR;;2.500,00;6;;15.000,00
;7790580982508; HELADO CONO COFLER;;;;ARCOR;;2.900,00;9;;26.100,00
;170; JUGUITOS CONGELADOS;;;;;;100,00;114;;11.400,00
;020; PALITO BOMBON;;;;NAHUEL;;400,00;17;;6.800,00
;7791293051246; REPUESTO  GLYCOL;;;;SEDAL;;2.500,00;1;;2.500,00
;7791200200583; SKYY;;;;SKYY;;7.200,00;1;;7.200,00
;7791200200774; SKYY;;;;;;7.200,00;2;;14.400,00
;1987793670400562; YERBA MENTA Y GENGIBRE 500 GS;;;;VERDEFLOR;;1.411,00;10;;14.110,00
;7790740000431;,SHAMPOO CONTROL FRIZZ;;;;PLUSBELLE;;3.000,00;3;;9.000,00
;7790198000182;0,;;;;GALVANESCENCIAL;;426,00;10;;4.260,00
;7622201818739;6+666666666666;;;;;;4.150,00;2;;8.300,00
;7781226000328;ABRE LATAS MARIPOSA;;;;;;3.300,00;2;;6.600,00
;7790086419430;ACEITE DE GIRASOL;;;;GOURMET ;;2.300,00;12;;27.600,00
;7790272001029;ACEITE DE GIRASOL 1,5L;;;;NATURA;;4.000,00;2;;8.000,00
;7792180001641;ACEITE DE GIRASOL 900 ML ;;;;CAÑUELAS;;2.100,00;10;;21.000,00
;7797470005514;ACEITE DE GIRASOL 900ML;;;;MAROLIO;;2.500,00;5;;12.500,00
;7792180000569;ACEITE DE GIRASOL 900ML;;;;FLORENCIA;;2.200,00;10;;22.000,00
;7790086628376;ACEITE DE GIRASOL 900ML;;;;DOÑA NORITA;;2.300,00;11;;25.300,00
;7790086430718;ACEITE DEGIRASOL 900 CC ;;;;LA CAMPECHANA;;2.200,00;10;;22.000,00
;7798316700907;ACEITE GIRASOL 900 ML;;;;ALSAMAR;;1.500,00;7;;10.500,00
;7790070225023;ACEITE MEZCLA 1,5 L;;;;COCINERO;;2.800,00;4;;11.200,00
;7794870000330;ACEITE MEZCLA 900 ML;;;;SIGLO DE ORO;;2.100,00;17;;35.700,00
;7793065000384;ACEITE MEZCLA OFERTA;;;;COMODORO;;1.650,00;12;;19.800,00
;425;ACIDO 1 L;;;;;;2.000,00;6;;12.000,00
;7791293045856;ACONDICIONADOR;;;;SEDAL;;1.750,00;1;;1.750,00
;7500435241090;ACONDICIONADOR  KERATINA 200ML;;;;PANTENE;;3.500,00;1;;3.500,00
;7791293047072;ACONDICIONADOR  ULTRA 300 ML;;;;DOVE;;2.500,00;2;;5.000,00
;7791293050454;ACONDICIONADOR 1 L BOMBA D;;;;SUAVE ;;2.500,00;1;;2.500,00
;7791293045863;ACONDICIONADOR 190 ML;;;;SEDAL;;1.780,00;2;;3.560,00
;7791293051451;ACONDICIONADOR 190 ML;;;;SEDAL;;2.500,00;2;;5.000,00
;7791293046426;ACONDICIONADOR 190 ML;;;;SEDAL;;2.500,00;2;;5.000,00
;7790740000394;ACONDICIONADOR 1L;;;;PLUSBELLE;;2.800,00;4;;11.200,00
;7500435235433;ACONDICIONADOR 200 ML;;;;PANTENE;;3.500,00;1;;3.500,00
;7791293047041;ACONDICIONADOR 200ML UC;;;;DOVE;;2.800,00;6;;16.800,00
;7500435147507;ACONDICIONADOR 300 ML;;;;HEAD  SHOULDERS;;5.000,00;2;;10.000,00
;7500435147552;ACONDICIONADOR 300 ML;;;;HEAD  SHOULDERS;;5.000,00;1;;5.000,00
;;;;;;Pág. 1 
;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;7500435147484;ACONDICIONADOR 300 ML;;;;HEAD  SHOULDERS;;5.000,00;1;;5.000,00
;7791293047065;ACONDICIONADOR 300ML;;;;DOVE;;2.500,00;2;;5.000,00
;7790740000356;ACONDICIONADOR BALANCE 1 L;;;;PLUSBELLE;;2.800,00;13;;36.400,00
;7790010003247;ACONDICIONADOR BEBE;;;;JOHNSONS;;3.500,00;1;;3.500,00
;7791293049830;ACONDICIONADOR BRILLO 250 ML;;;;TRESEMME;;2.500,00;1;;2.500,00
;7791293050003;ACONDICIONADOR CAUT. 250 ML;;;;TRESEMME;;2.500,00;2;;5.000,00
;7791293043463;ACONDICIONADOR CERAMIDAS 190 ML;;;;SEDAL;;1.750,00;1;;1.750,00
;7500435229814;ACONDICIONADOR DETOX 400 ML;;;;PANTENE;;4.900,00;1;;4.900,00
;7500435230001;ACONDICIONADOR EQUILIBRIO 200 ML;;;;PANTENE;;3.500,00;2;;7.000,00
;7500435211963;ACONDICIONADOR HID. 200 ML;;;;PANTENE;;3.500,00;2;;7.000,00
;7500435230070;ACONDICIONADOR HIDRATA 200 ML;;;;PANTENE;;3.500,00;1;;3.500,00
;7790740000349;ACONDICIONADOR NUTRICION;;;;PLUSBELLE;;2.800,00;2;;5.600,00
;7791293045030;ACONDICIONADOR ONDAS 250 ML;;;;TRESEMME;;2.500,00;1;;2.500,00
;7791293046938;ACONDICIONADOR REPUESTO 180 ML;;;;DOVE;;2.200,00;1;;2.200,00
;7790740000684;ACONDICIONADOR REPUESTO 300 ML;;;;PLUSBELLE;;1.500,00;1;;1.500,00
;7790740000486;ACONDICIONADOR RESTAURACION;;;;PLUSBELLE;;3.000,00;2;;6.000,00
;7791293045887;ACONDICIONADOR RESTAURACION 190;;;;SEDALESCENCIAL;;1.750,00;1;;1.750,00
;;ML
;7790740001858;ACONDICIONADOR REVIT. 750 ML;;;;PLUSBELLE;;2.500,00;4;;10.000,00
;77982735;ACONDICIONADOR SOBRE;;;;SEDALESCENCIAL;;150,00;1;;150,00
;77982728;ACONDICIONADOR SOBRE;;;;SEDAL;;150,00;75;;11.250,00
;7500435235341;ACONDICIONADOR VOLUMEN 200 ML;;;;PANTENE;;3.500,00;2;;7.000,00
;7791337007819;ACTIMEL;;;;LA SERENISIMA;;944,00;3;;2.832,00
;7790895643712;ADES ANANA 200 ML;;;;COCA COLA;;800,00;10;;8.000,00
;7790895643828;ADES DURAZNO 1L;;;;COCA COLA;;2.200,00;6;;13.200,00
;7793253005054;AEROSOL DESIMFECTANTE;;;;AYUDIN;;2.450,00;1;;2.450,00
;311;AFRECHO 25 KG;;;;;;8.930,00;1;;8.930,00
;7798113301611;AGUA MIN. V. MANAOS 2L;;;;MANAOS;;1.000,00;2;;2.000,00
;7793718801382;AGUA MINERAL 1,5L;;;;VERGEL;;600,00;5;;3.000,00
;7790315000149;AGUA MINERAL 1,65 L;;;;VILLA DEL SUR;;900,00;2;;1.800,00
;7790895003868;AGUA MINERAL 500 BONAQUA;;;;COCA COLA;;1.400,00;8;;11.200,00
;7790895647642;AGUA MINERAL 500 ML;;;;BENEDICTO;;600,00;7;;4.200,00
;7799155000173;AGUA MINERAL 500 ML;;;;VILLAVICENCIO;;1.000,00;8;;8.000,00
;7792799000011;AGUA MINERAL 500ML;;;;NESTLE;;1.000,00;3;;3.000,00
;7790639002560;AGUA MINERAL 600 ML;;;;CELLIER;;600,00;3;;1.800,00
;7798062540109;AGUA MINERAL 600ML;;;;VILLA DEL SUR;;720,00;5;;3.600,00
;7792799000905;AGUA MINERAL PUREZA VITAL 1,5L;;;;NESTLE;;1.300,00;1;;1.300,00
;7790036008974;AGUA SABORIZADA 1,5 L LIMON;;;;BAGGIO FRESH;;1.000,00;6;;6.000,00
;7790036001661;AGUA SABORIZADA 1,5 L PERA;;;;BAGGIO FRESH;;900,00;1;;900,00
;7798399700122;AGUA SABORIZADA 500 CC;;;;GRAZIANI;;600,00;5;;3.000,00
;7798399700115;AGUA SABORIZADA 500 ML;;;;GRAZIANI;;600,00;1;;600,00
;7798399700139;AGUA SABORIZADA 500 ML;;;;GRAZIANI;;600,00;98;;58.800,00
;7790036974286;AGUA SABORIZADA 600 ML;;;;BAGGIO FRESH;;600,00;3;;1.800,00
;;;;;;Pág. 2 
;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;7790036974309;AGUA SABORIZADA 600 ML MANZANA;;;;;;600,00;3;;1.800,00
;7790036974361;AGUA SABORIZADA 600 ML MANZANA;;;;BAGGIO FRESH;;800,00;6;;4.800,00
;7790036974354;AGUA SABORIZADA 600 ML POMELO ;;;;BAGGIO FRESH;;800,00;1;;800,00
;7799155000135;AGUA SABORIZADA BIDON 6,2 L;;;;VILLA DEL SUR;;1.900,00;7;;13.300,00
;7790036001678;AGUA SABORIZADA MULTIF. 1,5 L;;;;BAGGIO FRESH;;1.100,00;6;;6.600,00
;7790036002118;AGUA SABORIZADA NARANJA 1,5 L;;;;VIDA;;1.100,00;6;;6.600,00
;7798113302090;AGUA SABORIZADA NARANJA 1,5 L ;;;;PLACER;;1.100,00;2;;2.200,00
;7790036002125;AGUA SABORIZADA POMELO 1,5 L;;;;VIDA;;1.100,00;6;;6.600,00
;7791813222057;AGUA TONICA 1,5 L;;;;PASO DE LOS;;2.000,00;4;;8.000,00
;7798094010021;AJI MOLIDO;;;;AROMAS DELTOROS;;250,00;6;;1.500,00
;7790198000090;AJI MOLIDO 25 GS;;;;GALVANMONTE;;400,00;10;;4.000,00
;7790127784411;AJI PICANTE;;;;VANOLI;;1.500,00;3;;4.500,00
;77976307;ALAFAJOR TRIPLE;;;;OREO;;850,00;5;;4.250,00
;7790150413005;ALBAHACA 20 GS;;;;ALICANTE;;700,00;1;;700,00
;7796613307225;ALCOHOL 250 CC;;;;CLEAN LINE;;607,00;3;;1.821,00
;7795422000082;ALCOHOL 250 ML;;;;FRAU;;680,00;1;;680,00
;7797470127216;ALCOHOL 250 ML;;;;PATRICIA ALLEN;;800,00;1;;800,00
;7798370510016;ALCOHOL 250ML;;;;TU DOC;;600,00;2;;1.200,00
;7795422002154;ALCOHOL EN GEL 250  ML;;;;FRAU;;1.200,00;4;;4.800,00
;763571682333;ALFAJOR BLANCO;;;;ENTRE DOS;;700,00;178;;124.600,0
;7798397440013;ALFAJOR BLANCO;;;;RASTA;;1.200,00;6;;7.200,000
;7791568006506;ALFAJOR BLANCO SIMPLE;;;;PAMELA;;200,00;210;;42.000,00
;7790040143654;ALFAJOR BLOCK SIMPLE;;;;ARCOR;;700,00;19;;13.300,00
;7790040613706;ALFAJOR BOB;;;;ARCOR;;700,00;18;;12.600,00
;7790040613607;ALFAJOR BOB;;;;ARCOR;;700,00;20;;14.000,00
;763571682326;ALFAJOR CHOCOLATE;;;;ENTRE DOS;;700,00;12;;8.400,00
;7790040143647;ALFAJOR COFLER MOUSSE;;;;ARCOR;;700,00;20;;14.000,00
;008;ALFAJOR DE FRUTAS;;;;MAURI;;600,00;7;;4.200,00
;7790380024620;ALFAJOR FULL MANI;;;;GEORGALOS;;700,00;5;;3.500,00
;7622202253256;ALFAJOR MANON;;;;MONDELEZ;;720,00;2;;1.440,00
;7791568005585;ALFAJOR NEGRO SIMPLE;;;;PAMELA;;200,00;22;;4.400,00
;7798397444202;ALFAJOR RASTA;;;;RASTA;;0,00;1;;0,00
;77939234;ALFAJOR SIMPLE;;;;TERRABUSI;;720,00;3;;2.160,00
;7790040331303;ALFAJOR TATIN BLANCO SIMOLE;;;;ARCOR;;271,00;9;;2.439,00
;7790040331204;ALFAJOR TATIN SIMPLE NEGRO;;;;ARCOR;;271,00;16;;4.336,00
;7790380023579;ALFAJOR TODDY NEGRO;;;;TODDY;;700,00;5;;3.500,00
;7790040116610;ALFAJOR TOFI SIMPLE;;;;ARCOR;;700,00;20;;14.000,00
;7798397444240;ALFAJOR TRICO RASTA;;;;RASTA;;1.550,00;12;;18.600,00
;7622300457303;ALFAJOR TRIPL E MOUSSE BL;;;;MILKA;;850,00;9;;7.650,00
;77915481;ALFAJOR TRIPLE;;;;PEPITOS;;850,00;12;;10.200,00
;77958365;ALFAJOR TRIPLE;;;;VIMAR;;400,00;6;;2.400,00
;7790040991910;ALFAJOR TRIPLE BLANCO;;;;BAGLEY;;1.000,00;1;;1.000,00
;;;;;;Pág. 3 
;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;7791568006513;ALFAJOR TRIPLE BLANCO;;;;PAMELA;;500,00;6;;3.000,00
;7790040659605;ALFAJOR TRIPLE BLOCK;;;;COFLER;;1.100,00;3;;3.300,00
;7790040614000;ALFAJOR TRIPLE BOB;;;;ARCOR;;1.200,00;1;;1.200,00
;7790040150010;ALFAJOR TRIPLE COFLER;;;;ARCOR;;1.100,00;20;;22.000,00
;77903792;ALFAJOR TRIPLE D. DE LECHE;;;;TERRABUSI;;850,00;1;;850,00
;77903778;ALFAJOR TRIPLE MILKA;;;;MILKA;;850,00;9;;7.650,00
;7622300835620;ALFAJOR TRIPLE MILKA/OREO;;;;MILKA;;850,00;6;;5.100,00
;77903785;ALFAJOR TRIPLE MOUSSE;;;;MILKA;;850,00;3;;2.550,00
;7791568006520;ALFAJOR TRIPLE NEGRO;;;;PAMELA;;500,00;12;;6.000,00
;77956699;ALFAJOR TRIPLE SHOT;;;;MONDELEZ;;850,00;3;;2.550,00
;7790040484801;ALFAJOR TRIPLE TOFFI;;;;MONDELEZ;;850,00;1;;850,00
;7790040953703;ALFAJOR TRIPLE TOFI BL;;;;MONDELEZ;;1.100,00;1;;1.100,00
;7790040375000;ALFAJOR TRIPLR BYN;;;;BAGLEY;;990,00;18;;17.820,00
;77903860;ALFAJOR TROPLE TORTA;;;;TERRABUSI;;850,00;6;;5.100,00
;7790064100060;ALGODON;;;;MAR;;650,00;2;;1.300,00
;7791229001512;ALGODON 70 GS ;;;;DONNA;;650,00;2;;1.300,00
;7790940515032;ALGODON EN DISCO;;;;DONCELLA;;2.100,00;5;;10.500,00
;00187;ALIMENTO DE PERRO;;;;;;1.500,00;36;;54.000,00
;7798115470728;ALMENDRAS 470 GS;;;;CORMILLOT;;1.000,00;6;;6.000,00
;7790380037767;ALMENDRAS C/CVHOCOLATE 80GS;;;;GEORGALOS;;2.800,00;100;;280.000,0
;7790580141714;ALMENDRAS COFLER 100 GS;;;;ARCOR;;4.500,00;98;;441.000,00
;7794000007451;ALMIDON DE MAIZ 250 GS;;;;MAIZENA;;1.250,00;1;;1.250,000
;7798075280023;ALMIDON DE MAIZ 500 GS ;;;;GLUTAL;;1.160,00;2;;2.320,00
;00190;ALPISTE P/ PAJARO;;;;;;1.500,00;4;;6.000,00
;7798399700191;AMARGO CORDILLERANO ;;;;GRAZIANI;;1.200,00;6;;7.200,00
;7798399700184;AMARGO SERRANO;;;;GRAZIANI;;1.200,00;2;;2.400,00
;00182;AMARGOS GRAZIANI;;;;GRAZIANI;;900,00;9;;8.100,00
;7793147573546;AMSTEL 473 ML;;;;AMSTEL;;1.500,00;6;;9.000,00
;7793147572853;AMSTEL 710;;;;AMSTEL;;3.000,00;15;;45.000,00
;7792798015429;ANDES 710 ;;;;ANDES;;2.500,00;4;;10.000,00
;7792798007813;ANDES BOTELLA;;;;ANDES;;3.000,00;4;;12.000,00
;7792798012572;ANDES FRESQUITA;;;;ANDES ORIGEN;;1.200,00;2;;2.400,00
;7792798014156;ANDES ORIGEN 710 ;;;;ANDES ORIGEN;;3.000,00;19;;57.000,00
;7792798002115;ANDES ORIGEN BOTELLA;;;;ANDES ORIGEN;;3.500,00;7;;24.500,00
;7792798999866;ANDES ORIGEN LATA;;;;ANDES;;2.000,00;2;;4.000,00
;7792798002320;ANDES ORIGEN NEGRA LATA;;;;ANDES ORIGEN;;2.000,00;10;;20.000,00
;7792798014934;ANDES ORIGEN ORO;;;;ANDES;;2.000,00;10;;20.000,00
;7795815050106;ANILINA PARA ROPA;;;;COLIBRI;;1.430,00;2;;2.860,00
;7792180143471;ANILLOS DE CHOCOLATE;;;;9 DE ORO;;690,00;1;;690,00
;7622201808884;ANILLOS SURTIDOS;;;;TERRABUSI;;1.100,00;2;;2.200,00
;7791669025628;ANIS EN GRANO 25 GS;;;;INDIAS;;380,00;2;;760,00
;7790520998880;ANTIGRASA 450 ML;;;;MR MUSCULO;;1.390,00;1;;1.390,00
;;;;;;Pág. 4 
;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;7791290795570;ANTIGRASA GATILLO;;;;CIF;;2.500,00;2;;5.000,00
;7791293048529;ANTITRANSPIRANTE;;;;DOVE;;3.000,00;2;;6.000,00
;7791293048512;ANTITRANSPIRANTE;;;;DOVE;;2.450,00;1;;2.450,00
;4005900973856;ANTITRANSPIRANTE;;;;NIVEA;;2.500,00;2;;5.000,00
;4005900929143;ANTITRANSPIRANTE;;;;NIVEA;;2.500,00;1;;2.500,00
;7791293049458;ANTITRANSPIRANTE;;;;REXONA;;3.200,00;3;;9.600,00
;7791293049496;ANTITRANSPIRANTE ;;;;REXONA;;3.200,00;3;;9.600,00
;7791293048031;ANTITRANSPIRANTE  INVISIBLE;;;;DOVE;;2.750,00;1;;2.750,00
;7791293049564;ANTITRANSPIRANTE BAMBOO;;;;REXONA;;2.700,00;1;;2.700,00
;20;ANTITRANSPIRANTE COTTON;;;;REXONA;;2.200,00;1;;2.200,00
;7791905024712;ANTITRANSPIRANTE ENERGY;;;;POLYANA  ;;1.500,00;2;;3.000,00
;7791293048017;ANTITRANSPIRANTE FRESH;;;;DOVE;;2.760,00;1;;2.760,00
;7791905004226;ANTITRANSPIRANTE FRESH;;;;POLYANA  ;;1.500,00;2;;3.000,00
;7791293049502;ANTITRANSPIRANTE MEN;;;;REXONA;;3.200,00;2;;6.400,00
;7791293048505;ANTITRANSPIRANTE PERA;;;;DOVE;;3.000,00;3;;9.000,00
;7791293048482;ANTITYRANSPIRANTE POMELO;;;;;;2.900,00;1;;2.900,00
;7790950138900;APERITIVO;;;;LIVENZA;;5.000,00;5;;25.000,00
;7790950144819;APERITIVO GANCIA;;;;GANCIA;;5.500,00;1;;5.500,00
;167790895640476;AQUARIUS 1,5 L;;;;COCA COLA;;2.500,00;6;;15.000,00
;7790895641213;AQUARIUS 500 ML;;;;COCA COLA;;1.200,00;2;;2.400,00
;7790895640445;AQUARIUS 500 ML;;;;COCA COLA;;1.200,00;7;;8.400,00
;177790895641213;AQUARIUS 500 ML;;;;COCA COLA;;1.200,00;6;;7.200,00
;7790895651151;AQUARIUS ANANA Y G 1,5L;;;;COCA COLA;;2.500,00;10;;25.000,00
;7798113151308;ARGENTITAS X 3;;;;ARGENTITAS;;850,00;6;;5.100,00
;7790045826965;ARITOS FRUTALES 130GS;;;;GRANIX;;950,00;1;;950,00
;7702103837417;ARITOS FRUTALES 135 GS;;;;;;900,00;1;;900,00
;7790070412126;ARROZ 1 KG;;;;MAXIMO;;1.500,00;9;;13.500,00
;7790070431417;ARROZ 1 KG;;;;GALLO;;2.000,00;1;;2.000,00
;7794870001344;ARROZ 1 KG ;;;;PRIMOR;;1.300,00;9;;11.700,00
;7793650000034;ARROZ 1 KG ;;;;CAROGRAN;;736,00;5;;3.680,00
;7793650000188;ARROZ 1 KG PARBOIL;;;;CAROGRAN;;1.500,00;2;;3.000,00
;7790070412171;ARROZ 500 GS;;;;MAXIMO;;800,00;9;;7.200,00
;7791120032561;ARROZ 500 GS ;;;;53;;500,00;8;;4.000,00
;7798138553064;ARROZ DOBLE 500 GS;;;;MOLTO;;800,00;6;;4.800,00
;7798138553088;ARROZ INTEGRAL 500 GS;;;;MOLTO;;700,00;10;;7.000,00
;7790070431493;ARROZ LARGO FINO;;;;LUCCHETTI;;577,00;1;;577,00
;00192;ARROZ PARA PERRO;;;;;;1.600,00;2;;3.200,00
;7790070432261;ARROZ PREPARADO;;;;GALLO;;1.200,00;2;;2.400,00
;7797470199756;ARVEJA LATA;;;;MAROLIO;;450,00;2;;900,00
;7795184132403;ARVEJAS EN LATA;;;;NOEL;;707,00;3;;2.121,00
;7798138554986;ARVERJA EN LATA;;;;MOLTO;;650,00;2;;1.300,00
;7791885001550;ATUN AL NATUIRAL;;;;CUMANA;;1.000,00;4;;4.000,00
;;;;;;Pág. 5 
;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;7791885001208;ATUN DESMENUZADO AC Y AGUA;;;;CUMANA;;1.000,00;7;;7.000,00
;7798066030910;AVENA 400 GS;;;;LA ESPAÑOLA;;850,00;3;;2.550,00
;7797470124581;AVENA ARROLLADA 400 GS ;;;;MAROLIO;;1.200,00;3;;3.600,00
;7791176291974;AVENA INSTANTANEA 350GS;;;;CADEA;;2.000,00;6;;12.000,00
;7790199604594;AVENA INSTANTANEA 400 GS;;;;MORIXE;;1.450,00;1;;1.450,00
;7797470008843;AVENA INSTANTANEA 400GS;;;;MAROLIO;;1.300,00;6;;7.800,00
;415;AVENA PARA CABALLO BOLSA;;;;;;16.300,00;1;;16.300,00
;7790199604587;AVENA TRADICIONAL 400 GS;;;;MORIXE;;1.450,00;2;;2.900,00
;7792170555345;AVENA TRADIONAL 280GS;;;;QUAKER;;1.900,00;2;;3.800,00
;754697524348;AZUCAR 1 KG;;;;LA ESTRELLA;;1.200,00;6;;7.200,00
;7795513048788;AZUCAR 1 KG;;;;LA PERLA;;1.000,00;3;;3.000,00
;7790220000760;AZUCAR 1KG;;;;FRONTERITA;;1.300,00;5;;6.500,00
;7794106000035;AZUCAR 900 GS;;;;AZUKITA;;1.000,00;7;;7.000,00
;7791772009508;AZUCAR 900 GS ;;;;DELICIOSA;;1.000,00;9;;9.000,00
;417;AZUCAR IMPALPABLE SUELTA;;;;;;1.600,00;5;;8.000,00
;7790661000671;BALDE P/ FREGONA;;;;MATRI PLASTER;;4.600,00;3;;13.800,00
;7794396185511;BANDEJA CUADRADA;;;;;;4.500,00;1;;4.500,00
;7794000007802;BARBACOA 250 GS;;;;HELLMANS;;1.500,00;2;;3.000,00
;0026;BARRA DE AZUFRE;;;;;;250,00;5;;1.250,00
;80050315;BARRITA KINDER ;;;;;;500,00;16;;8.000,00
;77969101;BELDENT;;;;;;430,00;24;;10.320,00
;77969118;BELDENT;;;;;;430,00;16;;6.880,00
;77969071;BELDENT;;;;;;430,00;13;;5.590,00
;77969088;BELDENT;;;;;;430,00;8;;3.440,00
;77969095;BELDENT ;;;;;;430,00;38;;16.340,00
;7622201457457;BELDENT INFINIT BLUE BERRY;;;;;;1.200,00;10;;12.000,00
;306;BERENJENAS;;;;;;350,00;8;;2.800,00
;7798094010120;BICARBONATO;;;;AROMAS DEL;;200,00;3;;600,00
;;;;;;MONTE
;7790150430392;BICARBONATO 50 GS;;;;ALICANTE;;650,00;2;;1.300,00
;7790198000595;BICARBONATO DE SODIO 20 GS;;;;GALVAN;;300,00;1;;300,00
;428;BICARBONATO SUELTO KG;;;;;;500,00;10000;;005.000.000,
;7792200020119;BISCOCHOS DE SALVADO;;;;9 DE ORO;;730,00;5;;3.650,00
;7792200000777;BISCOCHOS LIGHT;;;;9 DE ORO;;730,00;4;;2.920,00
;7790070432964;BISCOCHUELO VAINILLA;;;;EXQUISITA;;2.050,00;1;;2.050,00
;7790070432988;BIZCOCHUELO NARANJA ;;;;EXQUISITA;;2.050,00;1;;2.050,00
;7790520995551;BLEM EFECTO ESPUMA;;;;BLEM;;3.000,00;2;;6.000,00
;77922120;BLOCK 110 GS;;;;COFLER;;2.000,00;3;;6.000,00
;77953124;BLOCK 38 GS;;;;COFLER;;1.200,00;2;;2.400,00
;77971944;BLOCK BOCADITO;;;;COFLER;;250,00;5;;1.250,00
;313;BOCADITO CABSHA;;;;;;300,00;1;;300,00
;407;BOCADITO CERICET;;;;FEL FORT;;2.000,00;24;;48.000,00
;7798068280221;BOCADITOS DE POLLO;;;;GRANGYS;;3.100,00;5;;15.500,00
;;;;;;Pág. 6 
;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;7790360982445;BOCADITOS DE POLLO 400GS;;;;SWIFT;;3.018,00;9;;27.162,00
;402;BOLIGOMA CHICA KEYROAD;;;;;;400,00;24;;9.600,00
;7798413490299;BOLSA DE RESIDUOS 45 X 60 ;;;;NUVIA;;1.220,00;1;;1.220,00
;7794000004887;BOLSA P/ HJORNO;;;;KNORR;;1.250,00;1;;1.250,00
;7790150497906;BOLSA P/ HORNO;;;;ALICANTE;;1.320,00;2;;2.640,00
;7790150497852;BOLSA P/ HORNO;;;;ALICANTE;;1.320,00;6;;7.920,00
;27798009740425;BOLSAS DE CONSORCIO 60X90;;;;EL GLADIADOR;;900,00;63;;56.700,00
;7790117000019;BOLSAS DE RESIDUOS;;;;ASURIN;;750,00;2;;1.500,00
;7794459002823;BOLSAS DE RESIDUOS 45X60;;;;SON BUENAS;;700,00;1;;700,00
;7798247709307;BOLSAS DE RESIDUOS 45X60;;;;NOBLEZA;;1.147,00;3;;3.441,00
;7794459000287;BOLSAS DE RESIDUOS 60X90;;;;SON BUENAS;;1.002,00;2;;2.004,00
;7794459004193;BOLSAS DE RESIDUOS 90X120;;;;SON BUENAS;;2.000,00;2;;4.000,00
;0032;BOMBACHA BEBE;;;;;;1.000,00;3;;3.000,00
;7791625012006;BOMBILLA RECTA;;;;EXTRALIMP;;3.000,00;1;;3.000,00
;405;BOMBON DE FRUTA;;;;;;350,00;24;;8.400,00
;406;BOMBON FRUTILLA C/CABITO;;;;;;200,00;33;;6.600,00
;430;BOMBON HELADO ET VERDE;;;;BLANCA NIEVES;;400,00;1000;;400.000,0
;;;;;;;;;;;0
;7790580119126;BOMBONES EN CAJA;;;;ARCOR;;6.000,00;1;;6.000,00
;78909434;BOMBONES X 3 UN;;;;FERRERO ROCHER;;2.000,00;14;;28.000,00
;77961815;BON BON;;;;ARCOR;;360,00;35;;12.600,00
;117622201420048;BONBON MILKA;;;;MILKA;;396,00;13;;5.148,00
;7792798007493;BRAHMA BOTELLA;;;;BRAHMA;;2.600,00;3;;7.800,00
;7792798005888;BRAHMA LATA;;;;BRAHMA;;1.500,00;2;;3.000,00
;7798037260056;BRILLAPISO 1 L;;;;MECHUDITO;;2.850,00;4;;11.400,00
;426;BRILLAPISO SUELTO;;;;;;2.500,00;10;;25.000,00
;7793462000017;BROCHE DE MADERA PARA ROPA;;;;PINCILISTO;;896,00;2;;1.792,00
;0038;BROCHE P/PELO;;;;;;1.000,00;2;;2.000,00
;7791625004964;BROCHES DE MADERA;;;;ECOOOO;;700,00;8;;5.600,00
;7791625000263;BROCHES DE PLASTICO;;;;EXTRALIMP;;900,00;2;;1.800,00
;7794321882003;BROCHES DE PLASTICO;;;;TASK;;1.239,00;2;;2.478,00
;7790040152977;BUDIN AGUILA;;;;AGUILA;;3.500,00;5;;17.500,00
;7790040152960;BUDIN COFLER;;;;COFLER;;3.500,00;6;;21.000,00
;7790040127227;BUDIN CON FRUTAS;;;;BAGLEY;;3.000,00;6;;18.000,00
;7792360096177;BUDIN DE LIMON;;;;BONAFIDE;;1.171,00;1;;1.171,00
;7790040127197;BUDIN MARMOLADO;;;;ARCOR;;3.000,00;6;;18.000,00
;7790040140318;BUDIN RELENO;;;;BAGLEY;;2.274,00;4;;9.096,00
;7790040127203;BUDIN SIN FRUTAS;;;;BAGLEY;;2.400,00;1;;2.400,00
